date,Open,High,Low,Close,Volume
2013-04-10,2.71,2.71,2.71,2.71,0.0
2013-04-09,2.71,2.71,2.71,2.71,0.0
2013-04-08,2.71,2.71,2.71,2.71,0.0
2013-04-05,2.71,2.71,2.71,2.71,0.0
2013-04-04,2.71,2.71,2.71,2.71,0.0
2013-04-03,2.71,2.71,2.71,2.71,0.0
2013-04-02,2.71,2.71,2.71,2.71,0.0
2013-04-01,2.71,2.71,2.71,2.71,0.0
2013-03-28,2.71,2.71,2.71,2.71,0.0
2013-03-27,2.71,2.71,2.71,2.71,0.0
2013-03-26,2.71,2.71,2.71,2.71,0.0
2013-03-25,2.71,2.71,2.71,2.71,0.0
2013-03-22,2.71,2.71,2.71,2.71,0.0
2013-03-21,2.71,2.71,2.71,2.71,0.0
2013-03-20,2.71,2.71,2.71,2.71,0.0
2013-03-19,2.71,2.71,2.71,2.71,0.0
2013-03-18,2.71,2.71,2.71,2.71,0.0
2013-03-15,2.71,2.71,2.71,2.71,0.0
2013-03-14,2.71,2.71,2.71,2.71,0.0
2013-03-13,2.71,2.71,2.71,2.71,0.0
2013-03-12,2.71,2.71,2.71,2.71,0.0
2013-03-11,2.71,2.71,2.71,2.71,0.0
2013-03-08,2.71,2.71,2.71,2.71,0.0
2013-03-07,2.71,2.71,2.71,2.71,0.0
2013-03-06,2.71,2.71,2.71,2.71,0.0
2013-03-05,2.71,2.71,2.71,2.71,0.0
2013-03-04,2.71,2.71,2.71,2.71,0.0
2013-03-01,2.71,2.71,2.71,2.71,0.0
2013-02-28,2.71,2.71,2.71,2.71,0.0
2013-02-27,2.71,2.71,2.71,2.71,0.0
2013-02-26,2.71,2.71,2.71,2.71,0.0
2013-02-25,2.71,2.71,2.71,2.71,0.0
2013-02-22,2.71,2.71,2.71,2.71,0.0
2013-02-21,2.71,2.71,2.71,2.71,0.0
2013-02-20,2.71,2.71,2.71,2.71,0.0
2013-02-19,2.71,2.71,2.71,2.71,0.0
2013-02-15,2.71,2.71,2.71,2.71,0.0
2013-02-14,2.71,2.71,2.71,2.71,0.0
2013-02-13,2.71,2.71,2.71,2.71,0.0
2013-02-12,2.71,2.71,2.71,2.71,0.0
2013-02-11,2.71,2.71,2.71,2.71,0.0
2013-02-08,2.71,2.71,2.71,2.71,0.0
2013-02-07,2.71,2.71,2.71,2.71,0.0
2013-02-06,2.71,2.71,2.71,2.71,0.0
2013-02-05,2.71,2.71,2.71,2.71,0.0
2013-02-04,2.71,2.71,2.71,2.71,0.0
2013-02-01,2.71,2.71,2.71,2.71,0.0
2013-01-31,2.71,2.71,2.71,2.71,0.0
2013-01-30,2.71,2.71,2.71,2.71,0.0
2013-01-29,2.71,2.71,2.71,2.71,0.0
2013-01-28,2.71,2.71,2.71,2.71,0.0
2013-01-25,2.71,2.71,2.71,2.71,0.0
2013-01-24,2.71,2.71,2.71,2.71,0.0
2013-01-23,2.71,2.71,2.71,2.71,0.0
2013-01-22,2.71,2.71,2.71,2.71,0.0
2013-01-18,2.71,2.71,2.71,2.71,0.0
2013-01-17,2.71,2.71,2.71,2.71,0.0
2013-01-16,2.71,2.71,2.71,2.71,0.0
2013-01-15,2.71,2.71,2.71,2.71,0.0
2013-01-14,2.71,2.71,2.71,2.71,0.0
2013-01-11,2.71,2.71,2.71,2.71,0.0
2013-01-10,2.71,2.71,2.71,2.71,0.0
2013-01-09,2.71,2.71,2.71,2.71,0.0
2013-01-08,2.71,2.71,2.71,2.71,0.0
2013-01-07,2.71,2.71,2.71,2.71,0.0
2013-01-04,2.71,2.71,2.71,2.71,0.0
2013-01-03,2.71,2.71,2.71,2.71,0.0
2013-01-02,2.71,2.71,2.71,2.71,0.0
2012-12-31,2.71,2.71,2.71,2.71,0.0
2012-12-28,2.71,2.71,2.71,2.71,0.0
2012-12-27,2.71,2.71,2.71,2.71,0.0
2012-12-26,2.71,2.71,2.71,2.71,0.0
2012-12-24,2.71,2.71,2.71,2.71,0.0
2012-12-21,2.71,2.71,2.71,2.71,0.0
2012-12-20,2.71,2.71,2.71,2.71,0.0
2012-12-19,2.71,2.71,2.71,2.71,0.0
2012-12-18,2.71,2.71,2.71,2.71,0.0
2012-12-17,2.71,2.71,2.71,2.71,0.0
2012-12-14,2.71,2.71,2.71,2.71,0.0
2012-12-13,2.71,2.71,2.71,2.71,0.0
2012-12-12,2.71,2.71,2.71,2.71,0.0
2012-12-11,2.71,2.71,2.71,2.71,0.0
2012-12-10,2.71,2.71,2.71,2.71,0.0
2012-12-07,2.71,2.71,2.71,2.71,0.0
2012-12-06,2.71,2.71,2.71,2.71,0.0
2012-12-05,2.71,2.71,2.71,2.71,0.0
2012-12-04,2.71,2.71,2.71,2.71,0.0
2012-12-03,2.71,2.71,2.71,2.71,0.0
2012-11-30,2.71,2.71,2.71,2.71,0.0
2012-11-29,2.71,2.71,2.71,2.71,0.0
2012-11-28,2.71,2.71,2.71,2.71,0.0
2012-11-27,2.71,2.71,2.71,2.71,0.0
2012-11-26,2.71,2.71,2.71,2.71,0.0
2012-11-23,2.71,2.71,2.71,2.71,0.0
2012-11-21,2.71,2.71,2.71,2.71,0.0
2012-11-20,2.71,2.71,2.71,2.71,0.0
2012-11-19,2.71,2.71,2.71,2.71,0.0
2012-11-16,2.71,2.71,2.71,2.71,0.0
2012-11-15,2.71,2.71,2.71,2.71,0.0
2012-11-14,2.71,2.71,2.71,2.71,0.0
2012-11-13,2.71,2.71,2.71,2.71,0.0
2012-11-12,2.71,2.71,2.71,2.71,0.0
2012-11-09,2.71,2.71,2.71,2.71,0.0
2012-11-08,2.71,2.71,2.71,2.71,0.0
2012-11-07,2.71,2.71,2.71,2.71,0.0
2012-11-06,2.71,2.71,2.71,2.71,0.0
2012-11-05,2.71,2.71,2.71,2.71,0.0
2012-11-02,2.71,2.71,2.71,2.71,0.0
2012-11-01,2.71,2.71,2.71,2.71,0.0
2012-10-31,2.71,2.71,2.71,2.71,0.0
2012-10-26,2.71,2.71,2.71,2.71,0.0
2012-10-25,2.71,2.71,2.71,2.71,0.0
2012-10-24,2.71,2.71,2.71,2.71,0.0
2012-10-23,2.71,2.71,2.71,2.71,0.0
2012-10-22,2.71,2.71,2.71,2.71,0.0
2012-10-19,2.71,2.71,2.71,2.71,0.0
2012-10-18,2.71,2.71,2.71,2.71,0.0
2012-10-17,2.71,2.71,2.71,2.71,0.0
2012-10-16,2.71,2.71,2.71,2.71,0.0
2012-10-15,2.71,2.71,2.71,2.71,0.0
2012-10-12,2.71,2.71,2.71,2.71,0.0
2012-10-11,2.71,2.71,2.71,2.71,0.0
2012-10-10,2.71,2.71,2.71,2.71,0.0
2012-10-09,2.71,2.71,2.71,2.71,0.0
2012-10-08,2.71,2.71,2.71,2.71,0.0
2012-10-05,2.71,2.71,2.71,2.71,0.0
2012-10-04,2.71,2.71,2.71,2.71,0.0
2012-10-03,2.71,2.71,2.71,2.71,0.0
2012-10-02,2.71,2.71,2.71,2.71,0.0
2012-10-01,2.71,2.71,2.71,2.71,0.0
2012-09-28,2.71,2.71,2.71,2.71,0.0
2012-09-27,2.71,2.71,2.71,2.71,0.0
2012-09-26,2.71,2.71,2.71,2.71,0.0
2012-09-25,2.71,2.71,2.71,2.71,0.0
2012-09-24,2.71,2.71,2.71,2.71,0.0
2012-09-21,2.71,2.71,2.71,2.71,0.0
2012-09-20,2.71,2.71,2.71,2.71,0.0
2012-09-19,2.71,2.71,2.71,2.71,0.0
2012-09-18,2.71,2.71,2.71,2.71,0.0
2012-09-17,2.71,2.71,2.71,2.71,0.0
2012-09-14,2.71,2.71,2.71,2.71,0.0
2012-09-13,2.71,2.71,2.71,2.71,0.0
2012-09-12,2.71,2.71,2.71,2.71,0.0
2012-09-11,2.71,2.71,2.71,2.71,0.0
2012-09-10,2.71,2.71,2.71,2.71,0.0
2012-09-07,2.71,2.71,2.71,2.71,0.0
2012-09-06,2.71,2.71,2.71,2.71,0.0
2012-09-05,2.71,2.71,2.71,2.71,0.0
2012-09-04,2.71,2.71,2.71,2.71,0.0
2012-08-31,2.71,2.71,2.71,2.71,0.0
2012-08-30,2.71,2.71,2.71,2.71,0.0
2012-08-29,2.71,2.71,2.71,2.71,0.0
2012-08-28,2.71,2.71,2.71,2.71,0.0
2012-08-27,2.71,2.71,2.71,2.71,0.0
2012-08-24,2.71,2.71,2.71,2.71,0.0
2012-08-23,2.71,2.71,2.71,2.71,0.0
2012-08-22,2.71,2.71,2.71,2.71,0.0
2012-08-21,2.71,2.71,2.71,2.71,0.0
2012-08-20,2.71,2.71,2.71,2.71,0.0
2012-08-17,2.71,2.71,2.71,2.71,0.0
2012-08-16,2.71,2.71,2.71,2.71,0.0
2012-08-15,2.71,2.71,2.71,2.71,0.0
2012-08-14,2.71,2.71,2.71,2.71,0.0
2012-08-13,2.71,2.71,2.71,2.71,0.0
2012-08-10,2.71,2.71,2.71,2.71,0.0
2012-08-09,2.71,2.71,2.71,2.71,0.0
2012-08-08,2.71,2.71,2.71,2.71,0.0
2012-08-07,2.71,2.71,2.71,2.71,0.0
2012-08-06,2.71,2.71,2.71,2.71,0.0
2012-08-03,2.71,2.71,2.71,2.71,0.0
2012-08-02,2.71,2.71,2.71,2.71,0.0
2012-08-01,2.71,2.71,2.71,2.71,0.0
2012-07-31,2.71,2.71,2.71,2.71,0.0
2012-07-30,2.71,2.71,2.71,2.71,0.0
2012-07-27,2.71,2.71,2.71,2.71,0.0
2012-07-26,2.71,2.71,2.71,2.71,0.0
2012-07-25,2.71,2.71,2.71,2.71,0.0
2012-07-24,2.71,2.71,2.71,2.71,0.0
2012-07-23,2.71,2.71,2.71,2.71,0.0
2012-07-20,2.71,2.71,2.71,2.71,0.0
2012-07-19,2.71,2.71,2.71,2.71,0.0
2012-07-18,2.71,2.71,2.71,2.71,0.0
2012-07-17,2.71,2.71,2.71,2.71,0.0
2012-07-16,2.71,2.71,2.71,2.71,0.0
2012-07-13,2.71,2.71,2.71,2.71,0.0
2012-07-12,2.71,2.71,2.71,2.71,0.0
2012-07-11,2.71,2.71,2.71,2.71,0.0
2012-07-10,2.71,2.71,2.71,2.71,0.0
2012-07-09,2.71,2.71,2.71,2.71,0.0
2012-07-06,2.71,2.71,2.71,2.71,0.0
2012-07-05,2.71,2.71,2.71,2.71,0.0
2012-07-03,2.71,2.71,2.71,2.71,0.0
2012-07-02,2.71,2.71,2.71,2.71,0.0
2012-06-29,2.71,2.71,2.71,2.71,0.0
2012-06-28,2.71,2.71,2.71,2.71,0.0
2012-06-27,2.71,2.71,2.71,2.71,0.0
2012-06-26,2.71,2.71,2.71,2.71,0.0
2012-06-25,2.71,2.71,2.71,2.71,0.0
2012-06-22,2.71,2.71,2.71,2.71,0.0
2012-06-21,2.71,2.71,2.71,2.71,0.0
2012-06-20,2.71,2.71,2.71,2.71,0.0
2012-06-19,2.71,2.71,2.71,2.71,0.0
2012-06-18,2.71,2.71,2.71,2.71,0.0
2012-06-15,2.71,2.71,2.71,2.71,0.0
2012-06-14,2.71,2.71,2.71,2.71,0.0
2012-06-13,2.71,2.71,2.71,2.71,0.0
2012-06-12,2.71,2.71,2.71,2.71,0.0
2012-06-11,2.71,2.71,2.71,2.71,0.0
2012-06-08,2.71,2.71,2.71,2.71,0.0
2012-06-07,2.71,2.71,2.71,2.71,0.0
2012-06-06,2.71,2.71,2.71,2.71,0.0
2012-06-05,2.71,2.71,2.71,2.71,0.0
2012-06-04,2.71,2.71,2.71,2.71,0.0
2012-06-01,2.71,2.71,2.71,2.71,0.0
2012-05-31,2.71,2.71,2.71,2.71,0.0
2012-05-30,2.71,2.71,2.71,2.71,0.0
2012-05-29,2.71,2.71,2.71,2.71,0.0
2012-05-25,2.71,2.71,2.71,2.71,0.0
2012-05-24,2.71,2.71,2.71,2.71,0.0
2012-05-23,2.71,2.71,2.71,2.71,0.0
2012-05-22,2.71,2.71,2.71,2.71,0.0
2012-05-21,2.71,2.71,2.71,2.71,0.0
2012-05-18,2.71,2.71,2.71,2.71,0.0
2012-05-17,2.71,2.71,2.71,2.71,0.0
2012-05-16,2.71,2.71,2.71,2.71,0.0
2012-05-15,2.71,2.71,2.71,2.71,0.0
2012-05-14,2.71,2.71,2.71,2.71,0.0
2012-05-11,2.71,2.71,2.71,2.71,0.0
2012-05-10,2.71,2.71,2.71,2.71,0.0
2012-05-09,2.71,2.71,2.71,2.71,0.0
2012-05-08,2.71,2.71,2.71,2.71,0.0
2012-05-07,2.71,2.71,2.71,2.71,0.0
2012-05-04,2.71,2.71,2.71,2.71,0.0
2012-05-03,2.71,2.71,2.71,2.71,0.0
2012-05-02,2.71,2.71,2.71,2.71,0.0
2012-05-01,2.71,2.71,2.71,2.71,0.0
2012-04-30,2.71,2.71,2.71,2.71,0.0
2012-04-27,2.71,2.71,2.71,2.71,0.0
2012-04-26,2.71,2.71,2.71,2.71,0.0
2012-04-25,2.71,2.71,2.71,2.71,0.0
2012-04-24,2.71,2.71,2.71,2.71,0.0
2012-04-23,2.71,2.71,2.71,2.71,0.0
2012-04-20,2.71,2.71,2.71,2.71,0.0
2012-04-19,2.71,2.71,2.71,2.71,0.0
2012-04-18,2.71,2.71,2.71,2.71,0.0
2012-04-17,2.71,2.71,2.71,2.71,0.0
2012-04-16,2.71,2.71,2.71,2.71,0.0
2012-04-13,2.71,2.71,2.71,2.71,0.0
2012-04-12,2.71,2.71,2.71,2.71,0.0
2012-04-11,2.71,2.71,2.71,2.71,0.0
2012-04-10,2.71,2.71,2.71,2.71,0.0
2012-04-09,2.71,2.71,2.71,2.71,0.0
2012-04-05,2.71,2.71,2.71,2.71,0.0
2012-04-04,2.71,2.71,2.71,2.71,0.0
2012-04-03,2.71,2.71,2.71,2.71,0.0
2012-04-02,2.71,2.71,2.71,2.71,0.0
2012-03-30,2.71,2.71,2.71,2.71,0.0
2012-03-29,2.71,2.71,2.71,2.71,0.0
2012-03-28,2.71,2.71,2.71,2.71,0.0
2012-03-27,2.71,2.71,2.71,2.71,0.0
2012-03-26,2.71,2.71,2.71,2.71,0.0
2012-03-23,2.71,2.71,2.71,2.71,0.0
2012-03-22,2.71,2.71,2.71,2.71,0.0
2012-03-21,2.71,2.71,2.71,2.71,0.0
2012-03-20,2.71,2.71,2.71,2.71,0.0
2012-03-19,2.71,2.71,2.71,2.71,0.0
2012-03-16,2.71,2.71,2.71,2.71,0.0
2012-03-15,2.71,2.71,2.71,2.71,0.0
2012-03-14,2.71,2.71,2.71,2.71,0.0
2012-03-13,2.71,2.71,2.71,2.71,0.0
2012-03-12,2.71,2.71,2.71,2.71,0.0
2012-03-09,2.71,2.71,2.71,2.71,0.0
2012-03-08,2.71,2.71,2.71,2.71,0.0
2012-03-07,2.71,2.71,2.71,2.71,0.0
2012-03-06,2.71,2.71,2.71,2.71,0.0
2012-03-05,2.71,2.71,2.71,2.71,0.0
2012-03-02,2.71,2.71,2.71,2.71,0.0
2012-03-01,2.71,2.71,2.71,2.71,0.0
2012-02-29,2.71,2.71,2.71,2.71,0.0
2012-02-28,2.71,2.71,2.71,2.71,0.0
2012-02-27,2.71,2.71,2.71,2.71,0.0
2012-02-24,2.71,2.71,2.71,2.71,0.0
2012-02-23,2.71,2.71,2.71,2.71,0.0
2012-02-22,2.71,2.71,2.71,2.71,0.0
2012-02-21,2.71,2.71,2.71,2.71,0.0
2012-02-17,2.71,2.71,2.71,2.71,0.0
2012-02-16,2.71,2.71,2.71,2.71,0.0
2012-02-15,2.71,2.71,2.71,2.71,0.0
2012-02-14,2.71,2.71,2.71,2.71,0.0
2012-02-13,2.71,2.71,2.71,2.71,0.0
2012-02-10,2.71,2.71,2.71,2.71,0.0
2012-02-09,2.71,2.71,2.71,2.71,0.0
2012-02-08,2.71,2.71,2.71,2.71,0.0
2012-02-07,2.71,2.71,2.71,2.71,0.0
2012-02-06,2.71,2.71,2.71,2.71,0.0
2012-02-03,2.71,2.71,2.71,2.71,0.0
2012-02-02,2.71,2.71,2.71,2.71,0.0
2012-02-01,2.71,2.71,2.71,2.71,0.0
2012-01-31,2.71,2.71,2.71,2.71,0.0
2012-01-30,2.71,2.71,2.71,2.71,0.0
2012-01-27,2.71,2.71,2.71,2.71,0.0
2012-01-26,2.71,2.71,2.71,2.71,0.0
2012-01-25,2.71,2.71,2.71,2.71,0.0
2012-01-24,2.71,2.71,2.71,2.71,0.0
2012-01-23,2.71,2.71,2.71,2.71,0.0
2012-01-20,2.71,2.71,2.71,2.71,0.0
2012-01-19,2.71,2.71,2.71,2.71,0.0
2012-01-18,2.71,2.71,2.71,2.71,0.0
2012-01-17,2.71,2.71,2.71,2.71,0.0
2012-01-13,2.71,2.71,2.71,2.71,0.0
2012-01-12,2.71,2.71,2.71,2.71,0.0
2012-01-11,2.71,2.71,2.71,2.71,0.0
2012-01-10,2.71,2.71,2.71,2.71,0.0
2012-01-09,2.71,2.71,2.71,2.71,0.0
2012-01-06,2.71,2.71,2.71,2.71,0.0
2012-01-05,2.71,2.71,2.71,2.71,0.0
2012-01-04,2.71,2.71,2.71,2.71,0.0
2012-01-03,2.71,2.71,2.71,2.71,0.0
2011-12-30,2.71,2.71,2.71,2.71,0.0
2011-12-29,2.71,2.71,2.71,2.71,0.0
2011-12-28,2.71,2.71,2.71,2.71,0.0
2011-12-27,2.71,2.71,2.71,2.71,0.0
2011-12-23,2.71,2.71,2.71,2.71,0.0
2011-12-22,2.71,2.71,2.71,2.71,0.0
2011-12-21,2.71,2.71,2.71,2.71,0.0
2011-12-20,2.71,2.71,2.71,2.71,0.0
2011-12-19,2.71,2.71,2.71,2.71,0.0
2011-12-16,2.71,2.71,2.71,2.71,0.0
2011-12-15,2.71,2.71,2.71,2.71,0.0
2011-12-14,2.71,2.71,2.71,2.71,0.0
2011-12-13,2.71,2.71,2.71,2.71,0.0
2011-12-12,2.71,2.71,2.71,2.71,0.0
2011-12-09,2.71,2.71,2.71,2.71,0.0
2011-12-08,2.71,2.71,2.71,2.71,0.0
2011-12-07,2.71,2.71,2.71,2.71,0.0
2011-12-06,2.71,2.71,2.71,2.71,0.0
2011-12-05,2.71,2.71,2.71,2.71,0.0
2011-12-02,2.71,2.71,2.71,2.71,0.0
2011-12-01,2.71,2.71,2.71,2.71,0.0
2011-11-30,2.71,2.71,2.71,2.71,0.0
2011-11-29,2.71,2.71,2.71,2.71,0.0
2011-11-28,2.71,2.71,2.71,2.71,0.0
2011-11-25,2.71,2.71,2.71,2.71,0.0
2011-11-23,2.71,2.71,2.71,2.71,0.0
2011-11-22,2.71,2.71,2.71,2.71,0.0
2011-11-21,2.71,2.71,2.71,2.71,0.0
2011-11-18,2.71,2.71,2.71,2.71,0.0
2011-11-17,2.71,2.71,2.71,2.71,0.0
2011-11-16,2.71,2.71,2.71,2.71,0.0
2011-11-15,2.71,2.71,2.71,2.71,0.0
2011-11-14,2.71,2.71,2.71,2.71,0.0
2011-11-11,2.71,2.71,2.71,2.71,0.0
2011-11-10,2.71,2.71,2.71,2.71,0.0
2011-11-09,2.71,2.71,2.71,2.71,0.0
2011-11-08,2.71,2.71,2.71,2.71,0.0
2011-11-07,2.71,2.71,2.71,2.71,0.0
2011-11-04,2.71,2.71,2.71,2.71,0.0
2011-11-03,2.71,2.71,2.71,2.71,0.0
2011-11-02,2.71,2.71,2.71,2.71,0.0
2011-11-01,2.71,2.71,2.71,2.71,0.0
2011-10-31,2.71,2.71,2.71,2.71,0.0
2011-10-28,2.71,2.71,2.71,2.71,0.0
2011-10-27,2.71,2.71,2.71,2.71,0.0
2011-10-26,2.71,2.71,2.71,2.71,0.0
2011-10-25,2.71,2.71,2.71,2.71,0.0
2011-10-24,2.71,2.71,2.71,2.71,0.0
2011-10-21,2.71,2.71,2.71,2.71,0.0
2011-10-20,2.71,2.71,2.71,2.71,0.0
2011-10-19,2.71,2.71,2.71,2.71,0.0
2011-10-18,2.71,2.71,2.71,2.71,0.0
2011-10-17,2.71,2.71,2.71,2.71,0.0
2011-10-14,2.71,2.71,2.71,2.71,0.0
2011-10-13,2.71,2.71,2.71,2.71,0.0
2011-10-12,2.71,2.71,2.71,2.71,0.0
2011-10-11,2.71,2.71,2.71,2.71,0.0
2011-10-10,2.71,2.71,2.71,2.71,0.0
2011-10-07,2.71,2.71,2.71,2.71,0.0
2011-10-06,2.71,2.71,2.71,2.71,0.0
2011-10-05,2.71,2.71,2.71,2.71,0.0
2011-10-04,2.71,2.71,2.71,2.71,0.0
2011-10-03,2.71,2.71,2.71,2.71,0.0
2011-09-30,2.71,2.71,2.71,2.71,0.0
2011-09-29,2.71,2.71,2.71,2.71,0.0
2011-09-28,2.71,2.71,2.71,2.71,0.0
2011-09-27,2.71,2.71,2.71,2.71,0.0
2011-09-26,2.71,2.71,2.71,2.71,0.0
2011-09-23,2.71,2.71,2.71,2.71,0.0
2011-09-22,2.71,2.71,2.71,2.71,0.0
2011-09-21,2.71,2.71,2.71,2.71,0.0
2011-09-20,2.71,2.71,2.71,2.71,0.0
2011-09-19,2.71,2.71,2.71,2.71,0.0
2011-09-16,2.71,2.71,2.71,2.71,0.0
2011-09-15,2.71,2.71,2.71,2.71,0.0
2011-09-14,2.71,2.71,2.71,2.71,0.0
2011-09-13,2.71,2.71,2.71,2.71,0.0
2011-09-12,2.71,2.71,2.71,2.71,0.0
2011-09-09,2.71,2.71,2.71,2.71,0.0
2011-09-08,2.71,2.71,2.71,2.71,0.0
2011-09-07,2.71,2.71,2.71,2.71,0.0
2011-09-06,2.71,2.71,2.71,2.71,0.0
2011-09-02,2.71,2.71,2.71,2.71,0.0
2011-09-01,2.71,2.71,2.71,2.71,0.0
2011-08-31,2.71,2.71,2.71,2.71,0.0
2011-08-30,2.71,2.71,2.71,2.71,0.0
2011-08-29,2.71,2.71,2.71,2.71,0.0
2011-08-26,2.71,2.71,2.71,2.71,0.0
2011-08-25,2.71,2.71,2.71,2.71,0.0
2011-08-24,2.71,2.71,2.71,2.71,0.0
2011-08-23,2.71,2.71,2.71,2.71,0.0
2011-08-22,2.71,2.71,2.71,2.71,0.0
2011-08-19,2.71,2.71,2.71,2.71,0.0
2011-08-18,2.71,2.71,2.71,2.71,0.0
2011-08-17,2.71,2.71,2.71,2.71,0.0
2011-08-16,2.71,2.71,2.71,2.71,0.0
2011-08-15,2.71,2.71,2.71,2.71,0.0
2011-08-12,2.71,2.71,2.71,2.71,0.0
2011-08-11,2.71,2.71,2.71,2.71,0.0
2011-08-10,2.71,2.71,2.71,2.71,0.0
2011-08-09,2.71,2.71,2.71,2.71,0.0
2011-08-08,2.71,2.71,2.71,2.71,0.0
2011-08-05,2.71,2.71,2.71,2.71,0.0
2011-08-04,2.71,2.71,2.71,2.71,0.0
2011-08-03,2.71,2.71,2.71,2.71,0.0
2011-08-02,2.71,2.71,2.71,2.71,0.0
2011-08-01,2.71,2.71,2.71,2.71,0.0
2011-07-29,2.71,2.71,2.71,2.71,0.0
2011-07-28,2.71,2.71,2.71,2.71,0.0
2011-07-27,2.71,2.71,2.71,2.71,0.0
2011-07-26,2.71,2.71,2.71,2.71,0.0
2011-07-25,2.71,2.71,2.71,2.71,0.0
2011-07-22,2.71,2.71,2.71,2.71,0.0
2011-07-21,2.71,2.71,2.71,2.71,0.0
2011-07-20,2.71,2.71,2.71,2.71,0.0
2011-07-19,2.71,2.71,2.71,2.71,0.0
2011-07-18,2.71,2.71,2.71,2.71,0.0
2011-07-15,2.71,2.71,2.71,2.71,0.0
2011-07-14,2.71,2.71,2.71,2.71,0.0
2011-07-13,2.71,2.71,2.71,2.71,0.0
2011-07-12,2.71,2.71,2.71,2.71,0.0
2011-07-11,2.71,2.71,2.71,2.71,0.0
2011-07-08,2.71,2.71,2.71,2.71,0.0
2011-07-07,2.71,2.71,2.71,2.71,0.0
2011-07-06,2.71,2.71,2.71,2.71,0.0
2011-07-05,2.71,2.71,2.71,2.71,0.0
2011-07-01,2.71,2.71,2.71,2.71,0.0
2011-06-30,2.71,2.71,2.71,2.71,0.0
2011-06-29,2.71,2.71,2.71,2.71,0.0
2011-06-28,2.71,2.71,2.71,2.71,0.0
2011-06-27,2.71,2.71,2.71,2.71,0.0
2011-06-24,2.71,2.71,2.71,2.71,0.0
2011-06-23,2.71,2.71,2.71,2.71,0.0
2011-06-22,2.71,2.71,2.71,2.71,0.0
2011-06-21,2.71,2.71,2.71,2.71,0.0
2011-06-20,2.71,2.71,2.71,2.71,0.0
2011-06-17,2.71,2.71,2.71,2.71,0.0
2011-06-16,2.71,2.71,2.71,2.71,0.0
2011-06-15,2.71,2.71,2.71,2.71,0.0
2011-06-14,2.71,2.71,2.71,2.71,0.0
2011-06-13,2.71,2.71,2.71,2.71,0.0
2011-06-10,2.71,2.71,2.71,2.71,0.0
2011-06-09,2.71,2.71,2.71,2.71,0.0
2011-06-08,2.71,2.71,2.71,2.71,0.0
2011-06-07,2.71,2.71,2.71,2.71,0.0
2011-06-06,2.71,2.71,2.71,2.71,0.0
2011-06-03,2.71,2.71,2.71,2.71,0.0
2011-06-02,2.71,2.71,2.71,2.71,0.0
2011-06-01,2.71,2.71,2.71,2.71,0.0
2011-05-31,2.71,2.71,2.71,2.71,0.0
2011-05-27,2.71,2.71,2.71,2.71,0.0
2011-05-26,2.71,2.71,2.71,2.71,0.0
2011-05-25,2.71,2.71,2.71,2.71,0.0
2011-05-24,2.71,2.71,2.71,2.71,0.0
2011-05-23,2.71,2.71,2.71,2.71,0.0
2011-05-20,2.71,2.71,2.71,2.71,0.0
2011-05-19,2.71,2.71,2.71,2.71,0.0
2011-05-18,2.71,2.71,2.71,2.71,0.0
2011-05-17,2.71,2.71,2.71,2.71,0.0
2011-05-16,2.71,2.71,2.71,2.71,0.0
2011-05-13,2.71,2.71,2.71,2.71,0.0
2011-05-12,2.71,2.71,2.71,2.71,0.0
2011-05-11,2.71,2.71,2.71,2.71,0.0
2011-05-10,2.71,2.71,2.71,2.71,0.0
2011-05-09,2.71,2.71,2.71,2.71,0.0
2011-05-06,2.71,2.71,2.71,2.71,0.0
2011-05-05,2.71,2.71,2.71,2.71,0.0
2011-05-04,2.71,2.71,2.71,2.71,0.0
2011-05-03,2.71,2.71,2.71,2.71,0.0
2011-05-02,2.71,2.71,2.71,2.71,0.0
2011-04-29,2.71,2.71,2.71,2.71,0.0
2011-04-28,2.71,2.71,2.71,2.71,0.0
2011-04-27,2.71,2.71,2.71,2.71,0.0
2011-04-26,2.71,2.71,2.71,2.71,0.0
2011-04-25,2.71,2.71,2.71,2.71,0.0
2011-04-21,2.71,2.71,2.71,2.71,0.0
2011-04-20,2.71,2.71,2.71,2.71,0.0
2011-04-19,2.71,2.71,2.71,2.71,0.0
2011-04-18,2.71,2.71,2.71,2.71,0.0
2011-04-15,2.71,2.71,2.71,2.71,0.0
2011-04-14,2.71,2.71,2.71,2.71,0.0
2011-04-13,2.71,2.71,2.71,2.71,0.0
2011-04-12,2.71,2.71,2.71,2.71,0.0
2011-04-11,2.71,2.71,2.71,2.71,0.0
2011-04-08,2.71,2.71,2.71,2.71,0.0
2011-04-07,2.71,2.71,2.71,2.71,0.0
2011-04-06,2.71,2.71,2.71,2.71,0.0
2011-04-05,2.71,2.71,2.71,2.71,0.0
2011-04-04,2.71,2.71,2.71,2.71,0.0
2011-04-01,2.71,2.71,2.71,2.71,0.0
2011-03-31,2.71,2.71,2.71,2.71,0.0
2011-03-30,2.71,2.71,2.71,2.71,0.0
2011-03-29,2.71,2.71,2.71,2.71,0.0
2011-03-28,2.71,2.71,2.71,2.71,0.0
2011-03-25,2.71,2.71,2.71,2.71,0.0
2011-03-24,2.71,2.71,2.71,2.71,0.0
2011-03-23,2.71,2.71,2.71,2.71,0.0
2011-03-22,2.71,2.71,2.71,2.71,0.0
2011-03-21,2.71,2.71,2.71,2.71,0.0
